,sentiment,published_at,title,content,url,category,id,summary
200,Positive,2024-11-22 05:53:43.123430+00:00,School Vehicles: 'Do not overload school vehicles',"The commissioner of police in Mangaluru has directed school and college heads to follow the Karnataka Motor Vehicles rules when transporting students. The rules state that school buses must have CCTV cameras, GPS tracking, speed governors, and fire extinguishers. Students should not be made to stand or sit on bus floors. Drivers must have valid licenses, not use cell phones while driving, and undergo police verification. The commissioner aims to ensure student safety and proper vehicle fitness through these measures. Schools and colleges must comply or face legal action.","https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,XgrNUFfcwSRbR3QgiIss,
201,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,Xi0VUFejy1KC1j4bpbOm,
202,"Positive

The overall sentiment around the Tesla Model 3 is positive. As Tesla's first truly mainstream electric vehicle, the Model 3 has played a major role in growing the electric vehicle market. Reviewers and owners have praised the car for its technology, performance, efficiency and modern design. While there were some initial production challenges, Tesla seems to have overcome these. With strong demand and sales, the Model 3 is viewed as a success story and a sign of the growing viability of electric vehicles.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla Model 3 is a fully electric sedan produced by the American automaker Tesla. Since its launch in 2017, the Model 3 has become Tesla's best-selling vehicle, with over 500,000 units delivered globally. The Model 3 is Tesla's first mass-market electric car, priced starting at $35,000. Key features include an all-electric range of 250-350 miles per charge, fast charging capability, and advanced driver assistance features like Autopilot. The Model 3's minimalist interior relies on a large central touchscreen display rather than traditional dashboard buttons and knobs. While production issues initially slowed deliveries, Tesla has streamlined manufacturing to meet strong demand. The Model 3 has received positive reviews for performance, range, styling, and technology.",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,XyoPo07ugNK2iE9nGlPY,
203,"Negative

The severe thunderstorms, strong winds, and heavy rains can cause damage and disruptions. Issuing alerts indicates risks to public safety and infrastructure, leading to an overall negative sentiment.",2024-11-22 00:40:33.751838+00:00,Weather: Take precautions during inclement weather conditions,"The South African Weather Service issued severe weather alerts across parts of the country, warning of severe thunderstorms, damaging winds, and heavy rains. The extreme weather is expected in Gauteng, western Bushveld, Highveld, eastern interior of the Northern Cape, western Free State and North West. The thunderstorms may result in localized flooding, structural damage, and disruptions to infrastructure. The Weather Service advised the public to stay indoors and avoid being outdoors during lightning strikes. Disaster management teams have been placed on standby to assist affected communities.",https://www.thesouthafrican.com/wp-content/uploads/2023/12/Untitled-design-2023-12-29T153959.273.jpg,weather,Y5AoH5NiCmv5HPyGk5Y2,
204,,2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app is, well, under the weather on the iPhone and the Mac.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,YHeYX7pKmA4icI1liD2C,
205,"Positive

The article has an optimistic tone regarding the future of autonomous vehicles, focusing largely on their transformative potential benefits while acknowledging the challenges that must be overcome. The rapid pace of technological advancement in this field is seen as a positive sign.",2024-09-05 10:02:42+00:00,How our vehicles become a Autonomous Vehicles!,"The article discusses autonomous vehicles, which are cars and other vehicles that can drive themselves without human input. It notes that autonomous vehicle technology has advanced rapidly in recent years, with companies like Tesla, Waymo, and Uber making major investments. Key aspects of autonomous vehicles covered include their potential benefits, such as increased safety, reduced traffic congestion, and greater mobility for non-drivers. Challenges are also discussed, including high costs, unresolved legal and regulatory issues, skepticism from the public, and technical hurdles related to driving in complex environments. Overall, the article portrays autonomous vehicles as an exciting innovation that could transform transportation in the coming decades, but still faces obstacles to widespread adoption.",https://miro.medium.com/v2/5d8de952517e8160e40ef9841c781cdc14a5db313057fa3c3de41c6f5b494b19,vehicles,YQHD91URTU2EuXzwJWy8,
206,"Positive

The Tesla Model 3 has been received positively overall, as it represents a turning point for affordable, long-range electric vehicles. The combination of technology, performance and lower price point compared to other Tesla models has made the Model 3 a hit with reviewers and owners. Its sales success shows growing consumer appetite for well-designed electric cars. However, Tesla has faced some criticism for struggling to meet production targets. But the demand and excitement surrounding the Model 3 is seen as an optimistic sign for the future of electric vehicles.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,YRUed3rrb165I7s1vwrP,"The Tesla Model 3 is a fully electric sedan produced by the American automaker Tesla. Since its launch in 2017, the Model 3 has become Tesla's best-selling vehicle, with over 800,000 units delivered globally. The Model 3 is considered Tesla's first mass-market electric car, with a starting price around $35,000. Key features of the Model 3 include its minimalist interior, autopilot advanced driver assistance system, and long battery range up to 358 miles. The Model 3 has received praise for its technology, performance, and role in making electric vehicles more mainstream. However, Tesla has faced production challenges meeting high demand. The Model 3 competes against other electric vehicles like the Chevy Bolt and Nissan Leaf."
207,"Positive
The overall sentiment is positive as Gadkari praises sincere party workers and advises upholding values despite not getting power or positions. His statements encourage ethical behavior.",2024-11-22 00:40:34.993274+00:00,Politics now only means 'power politics': Gadkari,"Gadkari said a good party worker is one who behaves well even without getting anything from the party. Those who get benefits naturally behave well, but the real workers are those who expect nothing and still work sincerely for the party's ideology and welfare. He emphasized that power is not permanent and real workers uphold values despite not getting positions. Gadkari advised workers to behave properly, uphold ethics and keep working.",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,Yi8DcjLnkHdLN27grdsg,
208,"Positive

The Tesla Model 3 has largely received positive sentiment due to its technology, performance, and role in making electric vehicles more accessible to the mass market. However, some negative sentiment exists regarding production delays. But the excitement and demand for the vehicle outweigh criticisms.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla Model 3 is a fully electric sedan produced by the American automaker Tesla. Since its launch in 2017, the Model 3 has become Tesla's best-selling vehicle, with over 500,000 units delivered globally. The Model 3 is considered Tesla's first mass-market electric car, with a starting price around $35,000. Key features of the Model 3 include its long-range battery allowing over 300 miles per charge, fast charging capability, autopilot advanced driver assistance system, and a 15-inch touchscreen interface. The Model 3 has received praise for its technology, performance, safety ratings, and role in making electric vehicles more mainstream. However, production challenges have led to delays in deliveries. Overall, the Model 3 represents Tesla's efforts to expand the electric vehicle market beyond luxury cars.",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,YnTY4KXLBuYSLyrJQEs6,
209,"Positive

The launch of the new budget smartphones by Cricket Wireless is viewed positively as it provides consumers more affordable options for 4G LTE devices. The improved features and specs of the Icon 6 and competitive pricing of the Debut S3 make them enticing choices in the prepaid market. Overall, the release reflects Cricket's commitment to expanding access to 4G networks for budget-conscious customers.",2024-09-09 16:36:46+00:00,Cricket Adds New Affordable Phones Under Cricket Brand,"Cricket Wireless has launched two new budget 4G LTE smartphones under its own brand, the Cricket Icon 6 and Cricket Debut S3. The Icon 6 replaces the previous Icon 5 model and costs $79.99 with a 5.5-inch HD display, 13MP rear camera, 5MP front camera, octa-core processor, 32GB storage, and Android 11. The Debut S3 is priced at $49.99 with a 5.45-inch HD+ display, 8MP rear camera, 5MP front camera, quad-core processor, 16GB storage, and Android 10. Both phones support Cricket's LTE network and expand the company's portfolio of affordable prepaid devices.",https://www.phonescoop.com/img/a/f/23347_600_a_d11878c3dc20c2ecc22b6ff8dc0d55e1.jpg,cricket,Yuff1YLNae1ZmyEpk6YC,
210,"Positive
The overall sentiment expressed in the article is positive. Gadkari praises selfless and committed party workers who work for the ideology rather than personal benefits. His statements uplift party workers and provide positive advice for strengthening the party.",2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"A good party worker is the one who behaves well even though he does not get anything in the party. Those who get something, they naturally behave well, Gadkari ...",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,Z8ilLofSA7xf5Zsl6S2U,
211,"Positive
The release of the new Cricket Icon 6 and Debut S3 smartphones is viewed as a positive development, as the phones offer 4G LTE connectivity and decent specs at very affordable price points. This provides more options for budget-conscious consumers seeking cellular service and basic smartphone capabilities without expensive flagship prices. Expanding access to 4G networks for all income levels is seen as a good thing.",2024-09-09 16:36:46+00:00,Cricket Adds New Affordable Phones Under Cricket Brand,"Cricket Wireless has released two new budget 4G LTE smartphones under its own brand - the Cricket Icon 6 and Cricket Debut S3. The Icon 6 replaces the previous Icon 5 model and is priced at $79.99. It has a 5.5"" HD display, 13MP rear camera, 5MP front camera, 2GB RAM, and 16GB storage. The Debut S3 costs $49.99 and has a 5"" display, 8MP rear camera, 5MP front camera, 1GB RAM, and 16GB storage. Both phones run on Android 11 Go edition software and support Cricket's LTE network. The affordable devices aim to provide Cricket customers with solid connectivity and features without high costs.",https://www.phonescoop.com/img/a/f/23347_600_a_d11878c3dc20c2ecc22b6ff8dc0d55e1.jpg,cricket,ZBOfVY2oZloN2xXwN6co,
212,"Negative. The article expresses frustration with the current state of politics and governance, implying these are failing to address critical issues in society.",2024-01-09 01:57:44+00:00,Decaying politics,"The article argues that many of the challenges and problems faced by society can be attributed to failures in the political system and leadership. It suggests that issues such as poverty, lack of healthcare access, and economic inequality persist in part due to inadequate or misguided policies enacted by politicians. The article calls for reforms to make the political system more responsive to people's needs and to elect leaders who will pursue solutions to societal problems. It emphasizes that progress requires political will and effective governance just as much as economic or technological solutions.",https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,ZO980gz5FnN0StyeonRi,
213,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,ZTvcAuGvIfkLDf2Z2SRo,
214,Negative. The article expresses a negative sentiment by critiquing the current political system and blaming politics for broader societal failures. The tone implies frustration with ineffectual leadership and the inability to solve major problems.,2024-01-09 01:57:44+00:00,Decaying politics,"The article argues that many of society's failures can be attributed to failures in the political system and leadership. It suggests that problems like poverty, lack of healthcare access, and climate change persist due to political inaction, polarization, and ineffective or misguided policies. The article calls for reforms to create a more responsive, functional political system that can effectively address major societal challenges. It emphasizes the need for politicians to prioritize the public good over partisan conflict and special interests.",https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,ZfW5r6JxySBOGOG3G98S,
215,,2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"Women's academy to come up in Anantapur, men's academy in Vizianagaram and a senior men's academy at Moolapadu Stadium",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,Zg75f5V1QuVKcBRRvFdU,
216,,2023-08-26 20:35:45+00:00,Best Gaming Headset For Gaming 2023,"The Razer BlackShark V2 is a gaming headset developed by Razer Inc., a well-known company in the gaming peripherals industry. As of my last…",https://miro.medium.com/v2/resize:fit:640/0*NP7NTKaEaWqkCZpx.jpg,Gaming,ZwIcLdDyLS5nuKQZIcRE,
217,,2024-07-10 20:46:16+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,Zxe4SDdvIeF7GNBjpRWk,
218,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,a4xqg08ZrY0k81ePfsQj,
219,,2024-09-05 10:02:42+00:00,How our vehicles become a Autonomous Vehicles!,The future of cars and much more vehicles was Autonomous Vehicles. This really to much interesting topic normally how we can drive? by our hands right? but now ...,https://miro.medium.com/v2/5d8de952517e8160e40ef9841c781cdc14a5db313057fa3c3de41c6f5b494b19,vehicles,aABgG8fQlLcBRsypH1Of,
220,"Negative

The article has an overall negative sentiment due to the disappointment and criticism sparked by the Pakistani cricket team's unexpected loss at the World Cup, which is a major event for the cricket-loving country. The defeat has led to widespread calls for accountability and change.",2024-07-24 18:48:22+00:00,Cricket Diplomacy,"The Cricket World Cup 2024 has sparked widespread debate in Pakistan after the national team's defeat against India. Many are criticizing the Pakistan Cricket Board and team selection, while others argue the loss was an aberration. There are calls for an overhaul of domestic cricket structure to nurture new talent. The team's poor performance has disappointed fans who expected a strong showing. Some feel this loss has dented the nation's cricket reputation. However, captain Babar Azam has vowed to bounce back. The Pakistan team aims to regroup and focus on upcoming matches to get their campaign back on track.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,aW4o4eCMD08Vji0iSGGW,
221,"Negative

The severe weather warnings indicate hazardous conditions are expected, which can negatively impact daily life, travel, and infrastructure. The tone of the warnings and advice to take precautions implies the weather could pose risks to safety. Overall the topic has a negative sentiment due to the disruptive and dangerous impacts of the intense cold front.",2023-08-25 12:14:17+00:00,Weather: Weather warnings for parts of SA,The SA Weather Service have issued severe weather warnings for some parts of South Africa. Here’s what you should know.,http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,aYMFH90suz9Z8DMNaBYX,
222,,2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app is, well, under the weather on the iPhone and the Mac.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,aZmu2PDSJDhzN1k70b2B,
223,,2024-04-10 18:31:01+00:00,Airbnb Unusual Options Activity - Airbnb (NASDAQ:ABNB),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,Airbnb,amYBIDJxwKav6xBhUhg6,
224,,2024-11-17 20:29:04+00:00,Science of Science*,"By Alexander Kraus, economist at LSE, the Oxford University Press book is now open access on-line. Here is the chapter on the economics of science.
The post…",https://biztoc.com/cdn/807/og.png,Science,azC87DEC4qem80PnuXzg,
225,"Positive

The overall sentiment is positive as Gadkari praises selfless and ethical party workers and emphasizes values over selfish interests. His statements promote dedication, integrity and putting the nation/people first.",2024-11-22 00:46:34.672674+00:00,Politics now only means 'power politics': Gadkari,"Gadkari said that a good party worker is one who behaves well even if they do not get anything from the party. He contrasted them with those who only behave well when they get something. Gadkari emphasized that the party values dedicated workers who expect nothing in return. He stated that selfishness has no place, and the party's duty is towards the people and nation. Gadkari advised workers to uphold ethics and values.",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,b0EM2YcDLvqjvkWI9qPe,
226,,2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',Commissioner of police in Mangaluru directs school and college heads to adhere to Karnataka Motor Vehicles rules for transporting school children. Steps to ensu...,"https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,b5HjV68NTN9ofswfgiKc,
227,"Positive

The article has an overall positive sentiment. The Tesla Model 3 and other Tesla vehicles are portrayed as impressive electric cars that are making electric vehicles more mainstream and affordable. Key points like the Model 3's sales success, autopilot mode, and range capabilities give a favorable view of Tesla's position as a leader in electric vehicle technology and adoption. The tone indicates excitement about Tesla's role in the future of sustainable transport.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla Model 3 is a fully electric sedan produced by Tesla Inc. Since its launch in 2017, it has become Tesla's best-selling vehicle. The Model 3 features autopilot capabilities, fast charging, and a range of up to 358 miles per charge. It starts at around $46,000, making it Tesla's most affordable model yet. The Model 3 has helped drive demand for electric vehicles and advance Tesla's mission to accelerate the world's transition to sustainable energy. Other Tesla vehicles like the Model S, Model X, and Model Y also offer premium electric options.",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,b5K20mS1QfnDY7dJAfQy,
228,"Negative
The overall sentiment is negative due to the disappointment and frustration over the team's World Cup defeat, leading to intense criticism and demands for accountability. However, there are also some optimistic notes about the future despite short-term setbacks.",2024-07-24 18:48:22+00:00,Cricket Diplomacy,"The Cricket World Cup 2024 has sparked widespread debate in Pakistan after the national team lost a match to rivals India. Many criticize the Pakistan Cricket Board for poor planning and preparation. There are calls for accountability and an overhaul of domestic cricket infrastructure. Some blame politics, corruption and mismanagement for hampering the team. Others urge patience and point to signs of progress like emergence of new talent. Despite the loss, fans continue to passionately support the team. The defeat has fueled intense soul-searching on how to revive Pakistani cricket.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,bZmvOqMZB9hwnufbygN4,
229,,2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"Women's academy to come up in Anantapur, men's academy in Vizianagaram and a senior men's academy at Moolapadu Stadium",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,baQtCEq3PnweZH6UhGJw,
230,,2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,bkvpKoFM2sBczooVsuaG,
231,"Negative

The overall sentiment expressed in the topic is negative, as it suggests the normally reliable Apple Weather app is currently malfunctioning and not working properly on iPhones and Macs. Users are frustrated by inaccurate data and bugs, leading to dissatisfaction and complaints about the app.",2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app has been experiencing issues and not functioning properly on iPhones and Mac computers. The app is designed to provide users with up-to-date weather information and forecasts, but recently it has been unreliable and buggy. Many users have complained about inaccurate forecasts, delayed weather updates, and problems loading data in the app. The issues seem to be widespread, affecting Weather app users on the latest iOS and macOS versions. Some speculate the problems started after recent Apple software updates. The company has acknowledged awareness of the bugs but has yet to provide a fix. The glitches with the Weather app are frustrating users who rely on it for daily weather information.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,blQ5ZOWD49zmbK5NyFx7,
232,"Negative

The sentiment is negative as the summary suggests PTI has relied on an anarchic and disruptive political style to undermine the existing political order, indicating a destabilizing impact on the political system. The emotional brand of politics points to the use of populism and anti-government rhetoric over constructive policy platforms.",2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The Pakistan Tehreek-e-Insaf (PTI) party has been pursuing an unconventional and impassioned political approach to disrupt the traditional political landscape from the outside. PTI has embraced an anarchic and emotional brand of politics as a strategy to storm the mainstream political arena that has been long dominated by established parties like PML-N and PPP. This unorthodox political style is an attempt by PTI and its leader Imran Khan to galvanize populist anti-government sentiments and present themselves as an alternative to the status quo.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,ble0HPRIlmE3JC5hD1TD,
233,,2023-08-25 12:14:17+00:00,Weather: Weather warnings for parts of SA,The SA Weather Service have issued severe weather warnings for some parts of South Africa. Here’s what you should know.,http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,bvIvYLhbJPtN5aF8xXDN,
234,"Positive
Explanation: The article announces positive development of new sports academies in Andhra Pradesh state. This will encourage participation in sports and nurture new talent, especially for girls and women. Overall, the news indicates progress and has a positive sentiment.",2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"Women's academy to come up in Anantapur, men's academy in Vizianagaram and a senior men's academy at Moolapadu Stadium",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,cADpY3ffELICw2iWFsr5,"The Sports Authority of Andhra Pradesh (SAAP) has announced plans to establish three new sports academies in the state. A women's sports academy will be set up in Anantapur district. A men's academy will come up in Vizianagaram district. Additionally, a senior men's academy will be established at the Moolapadu Stadium. The academies aim to identify and nurture sports talent in youth across Andhra Pradesh. They will provide world-class training facilities and coaching to aspiring sportspersons. The women's academy in Anantapur aims to encourage more participation of girls and women in sports. The men's academy in Vizianagaram will groom male athletes. The senior men's academy at Moolapadu will focus on training veteran sportsmen."
235,,2022-05-30 07:18:00+00:00,RPM Automotive (ASX:RPM) acquires AFT Automotive Group,RPM Automotive Group (ASX:RPM) has entered a binding agreement to acquire AFT Automotive Group.,https://themarketherald.com.au/wp-content/uploads/2022/04/og-69475-history-img3-1280x720.jpg,Automotive,cHoWs9gMEHAducdgT107,
236,"Positive

The sentiment is positive as the police commissioner is taking constructive steps to enforce safety regulations for student transport vehicles. This indicates a proactive effort to protect children commuting to educational institutions.",2024-11-22 00:40:37.076033+00:00,School Vehicles: 'Do not overload school vehicles',"The Commissioner of Police in Mangaluru has directed heads of schools and colleges to strictly follow the Karnataka Motor Vehicles rules when transporting students. As per the rules, school buses should have CCTV cameras, speed governors, and fire extinguishers. Drivers must have valid licenses, not use cell phones while driving, and undergo police verification. The Commissioner has asked schools to ensure vehicles used for student transport have necessary fitness certificates and permits. These steps are being taken to ensure student safety during daily commutes.","https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,cJLxG4mHfhomCeI02TY6,
237,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,cJMKiKVUsAwQcJ8bwHmI,
238,"Positive

The appointment of an experienced arts administrator like Sarah Garton Stanley to a leadership role at Arts Commons is viewed in a positive light. Her background at a major national arts organization indicates she has the expertise to strengthen programming and community ties. Overall, this seems like a good move for Arts Commons.",2023-08-02 14:03:32+00:00,Arts Commons names new vp with extensive arts experience,"Sarah Garton Stanley, an arts leader with extensive experience, including at the National Arts Centre, is the new VP of programming for Arts Commons.",https://smartcdn.gprod.postmedia.digital/calgaryherald/wp-content/uploads/2023/08/sarahstanley-alejandrosantiago-3238.jpg,arts,cNRsBLSp2VXpKzlSEImp,
239,,2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',Commissioner of police in Mangaluru directs school and college heads to adhere to Karnataka Motor Vehicles rules for transporting school children. Steps to ensu...,"https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,cTYNFPs3I47zzOmYbpuL,
240,"Negative

The sentiment is classified as negative due to the critical tone regarding political failures and the lack of confidence expressed in the current system. The topic associates politics with failure and dysfunction rather than positive progress.",2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,cZucRyKWKL6a1Tyob3Hr,"The topic suggests that many of the failures experienced in society can be attributed to deficiencies in the political system and leadership. It implies that political failures such as corruption, lack of accountability, ineffective policies, and ideological conflicts result in broader societal failures. The statement criticizes the political establishment and calls for reforms to address fundamental issues in governance."
241,"Positive

Explanation: The overall sentiment expressed is positive, emphasizing Hindu College's strengths like its vibrant culture, interactive learning, and popularity among humanities students. Words like ""lively"", ""engaging"", and ""top choice"" portray the college and its academic environment in a favorable light.",2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College is known for its lively and engaging academic environment, especially in the humanities. As a result, it is an attractive option for students hoping to study subjects like history, literature, or philosophy. The college fosters an interactive culture of learning through small classes, accessible professors, and opportunities like seminars and debates. This vibrant intellectual community makes Hindu College a top choice for ambitious humanities scholars looking to be immersed in discussion and discovery. With a tradition of excellence in the liberal arts, Hindu continues to be a coveted college for those seeking a dynamic education.",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,cac3muOa6cqj4HbuLOTy,
242,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,ccKi1Idvizi1EyU5ZGyv,
243,"Negative
The sentiment is negative as the topic describes PTI's political approach as being anarchic and emotional, which implies it is overly aggressive and reactive. The topic also notes this style aims to disrupt the mainstream, suggesting it is confrontational.",2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,"The Pakistan Tehreek-e-Insaf (PTI) party has been adopting an anarchic and emotional style of politics in an attempt to disrupt the mainstream political arena in Pakistan from the outside. PTI has been engaging in this kind of confrontational politics to gain attention and build support among those dissatisfied with the establishment. However, this aggressive approach has drawn criticism for being chaotic and overly reactive.",https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,cgf6zDfKOwBCeHwbtgGI,
244,,2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"A good party worker is the one who behaves well even though he does not get anything in the party. Those who get something, they naturally behave well, Gadkari ...",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,cn9wVXBdBBoM9sK5FivR,
245,"Negative
The overall sentiment is negative due to the disappointment and frustration among citizens regarding the national team's unexpected defeat. There is strong criticism of cricketing authorities and structures, indicating discontent. The tone of the debate suggests low morale and lack of hope moving forward in the tournament.",2024-11-22 00:54:41.868416+00:00,Cricket Diplomacy,"The Pakistan cricket team was recently defeated in a Cricket World Cup 2024 match, sparking heated nationwide debate in the country. Many citizens are criticizing the Pakistan Cricket Board and demanding accountability for the poor performance. There are calls for overhauling the domestic cricket structure and revamping the national team selection process. Former cricketers have weighed in, analyzing the technical and leadership flaws of the current squad. Some believe politics and nepotism have plagued selection, affecting team morale and coordination. The defeat has dampened enthusiasm for the World Cup in a cricket-crazy nation. There are concerns about the far-reaching impact on the sport in Pakistan.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,d3tePfDEAEjxqq1XeKtD,
246,,2024-09-08 00:24:08+00:00,Laravel 5.0 - Environment Detection & Environment Variables,"If you've followed my blog for a while, you've probably seen me struggle with Laravel's environment detection--especially regarding using en",https://mattstauffer.com/assets/images/content/opengraph/generic.jpg,Environment,d5bs82xb9eQMuqRmkSSd,
247,Positive,2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"A good party worker is the one who behaves well even though he does not get anything in the party. Those who get something, they naturally behave well, Gadkari ...",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,dLnCyDXmHUQwruYxwiKO,"Gadkari spoke about qualities of a good party worker at an event. He said a good party worker behaves well even if they don't get anything from the party, unlike those who only behave well when they get something. Gadkari emphasized that power comes with responsibility and party workers should keep national interest first. He advised workers to follow ethics and principles. Gadkari highlighted that party workers need perseverance and should not get disappointed by small hurdles."
248,,2024-05-23 03:27:04+00:00,"77th World Health Assembly to address global health challenges under 'All for Health, Health for All'","As the world continues to grapple with the aftermath of the most severe pandemic in a century, the Seventy-seventh session of the World Health Assembly will con...",https://d2jx2rerrg6sh3.cloudfront.net/images/tags/TagImage-1831-45296002389942131275-620x480.jpg,Health,dNHkEGN6mhN6n8iLwr9S,
